review,rating,source,date,bank
fastest,5,Google Play,2025-09-03 00:00:00,CBE
good,5,Google Play,2025-09-03 00:00:00,CBE
My account is not working,4,Google Play,2025-09-03 00:00:00,CBE
The recent update is not optimized fir latest version of android,2,Google Play,2025-09-02 00:00:00,CBE
topp,5,Google Play,2025-09-02 00:00:00,CBE
very good,5,Google Play,2025-09-01 00:00:00,CBE
I appreciate it,5,Google Play,2025-09-01 00:00:00,CBE
v.good app,5,Google Play,2025-09-01 00:00:00,CBE
Nice,4,Google Play,2025-08-31 00:00:00,CBE
sahib amin jamal,1,Google Play,2025-08-31 00:00:00,CBE
installi,5,Google Play,2025-08-31 00:00:00,CBE
good,5,Google Play,2025-08-30 00:00:00,CBE
very good apps,5,Google Play,2025-08-30 00:00:00,CBE
👍👍👍👍,1,Google Play,2025-08-30 00:00:00,CBE
the app say it is not compatible with ur phone can u fix it it is not updating.,1,Google Play,2025-08-30 00:00:00,CBE
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,Google Play,2025-08-29 00:00:00,CBE
tinishu titiba,5,Google Play,2025-08-29 00:00:00,CBE
"essy to use ,has great interface and user-friendly g",5,Google Play,2025-08-29 00:00:00,CBE
Yuuuuu,5,Google Play,2025-08-29 00:00:00,CBE
I found it very much friendly,5,Google Play,2025-08-29 00:00:00,CBE
"Very useful app, while we use CBE.",5,Google Play,2025-08-28 00:00:00,CBE
woooow,5,Google Play,2025-08-28 00:00:00,CBE
Redmi,1,Google Play,2025-08-28 00:00:00,CBE
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,Google Play,2025-08-28 00:00:00,CBE
kamil aweil,5,Google Play,2025-08-28 00:00:00,CBE
nice,3,Google Play,2025-08-28 00:00:00,CBE
In your next update can you come with night mode future,5,Google Play,2025-08-27 00:00:00,CBE
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,Google Play,2025-08-27 00:00:00,CBE
mayreba app you its better if you use other banks,1,Google Play,2025-08-27 00:00:00,CBE
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,Google Play,2025-08-27 00:00:00,CBE
good app,5,Google Play,2025-08-27 00:00:00,CBE
let us know before you shut down the app,4,Google Play,2025-08-27 00:00:00,CBE
excited,5,Google Play,2025-08-27 00:00:00,CBE
amizing,5,Google Play,2025-08-26 00:00:00,CBE
love it,5,Google Play,2025-08-26 00:00:00,CBE
yes it is v good,5,Google Play,2025-08-26 00:00:00,CBE
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,Google Play,2025-08-26 00:00:00,CBE
this app is smart.,5,Google Play,2025-08-26 00:00:00,CBE
I am happy,5,Google Play,2025-08-26 00:00:00,CBE
good,5,Google Play,2025-08-26 00:00:00,CBE
Still I have not face critical problems sometimes delay to open,4,Google Play,2025-08-26 00:00:00,CBE
excellent,5,Google Play,2025-08-26 00:00:00,CBE
ጤና ከድረ,5,Google Play,2025-08-25 00:00:00,CBE
The connection between bank and the app is lag relationship this must be corrected.,4,Google Play,2025-08-25 00:00:00,CBE
I have forgotten mobail banking password,5,Google Play,2025-08-25 00:00:00,CBE
nice app,5,Google Play,2025-08-25 00:00:00,CBE
Thank you,5,Google Play,2025-08-25 00:00:00,CBE
muktaar Abraahim,5,Google Play,2025-08-25 00:00:00,CBE
🤞Good One,5,Google Play,2025-08-24 00:00:00,CBE
why does it say change pin to 6 digits is that right?,4,Google Play,2025-08-24 00:00:00,CBE
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,Google Play,2025-08-24 00:00:00,CBE
i like it and aprshat.,4,Google Play,2025-08-23 00:00:00,CBE
good,4,Google Play,2025-08-23 00:00:00,CBE
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,Google Play,2025-08-23 00:00:00,CBE
best app and easy to use,5,Google Play,2025-08-23 00:00:00,CBE
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,Google Play,2025-08-23 00:00:00,CBE
List of transactions can't load over months and years..,1,Google Play,2025-08-23 00:00:00,CBE
transferring money to telebirr is not working,1,Google Play,2025-08-23 00:00:00,CBE
I don't Like this app and there service fee is highl,5,Google Play,2025-08-23 00:00:00,CBE
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,Google Play,2025-08-23 00:00:00,CBE
good,5,Google Play,2025-08-23 00:00:00,CBE
this application do not show over all transaction history,3,Google Play,2025-08-23 00:00:00,CBE
this app is very nice but statment history is very shiort atlist add 15 days,4,Google Play,2025-08-23 00:00:00,CBE
