review,rating,source,date,bank
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,Google Play,2024-12-06 00:00:00,BoA
It doesn't work on my 2 devices A05 and A34 😡,1,Google Play,2024-12-02 00:00:00,BoA
My attention is very important because it will be the most difficult time for me,5,Google Play,2024-11-30 00:00:00,BoA
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,Google Play,2024-11-29 00:00:00,BoA
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,Google Play,2024-11-28 00:00:00,BoA
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,Google Play,2024-11-28 00:00:00,BoA
exellent digital transaction of money,5,Google Play,2024-11-27 00:00:00,BoA
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,Google Play,2024-11-26 00:00:00,BoA
Best,5,Google Play,2024-11-25 00:00:00,BoA
Great,5,Google Play,2024-11-25 00:00:00,BoA
👏👏👏,5,Google Play,2024-11-24 00:00:00,BoA
Money,5,Google Play,2024-11-24 00:00:00,BoA
It needs more improvment,2,Google Play,2024-11-24 00:00:00,BoA
Good app,5,Google Play,2024-11-21 00:00:00,BoA
ab,3,Google Play,2024-11-20 00:00:00,BoA
Ademtahir,5,Google Play,2024-11-20 00:00:00,BoA
✌️✌️,5,Google Play,2024-11-20 00:00:00,BoA
Please this app on my android phone,3,Google Play,2024-11-20 00:00:00,BoA
GOAT 🐐 🐐,5,Google Play,2024-11-19 00:00:00,BoA
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,Google Play,2024-11-19 00:00:00,BoA
Fast and reliable,5,Google Play,2024-11-18 00:00:00,BoA
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,Google Play,2024-11-17 00:00:00,BoA
Very good,5,Google Play,2024-11-14 00:00:00,BoA
One of the poorest mobile banking system,1,Google Play,2024-11-13 00:00:00,BoA
❤❤❤❤❤❤,5,Google Play,2024-11-12 00:00:00,BoA
Oene,5,Google Play,2024-11-12 00:00:00,BoA
i find it interesting specially in reciept downloading,1,Google Play,2024-11-12 00:00:00,BoA
it good,5,Google Play,2024-11-12 00:00:00,BoA
"This app crashes everytime, please fix it",1,Google Play,2024-11-12 00:00:00,BoA
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,Google Play,2024-11-12 00:00:00,BoA
I need a support the app is not working,5,Google Play,2024-11-12 00:00:00,BoA
Bast bank of ethiopia,5,Google Play,2024-11-12 00:00:00,BoA
Good,5,Google Play,2024-11-12 00:00:00,BoA
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,Google Play,2024-11-12 00:00:00,BoA
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,Google Play,2024-11-12 00:00:00,BoA
The worst App i have never seen like this before,1,Google Play,2024-11-12 00:00:00,BoA
Wweeeer,4,Google Play,2024-11-12 00:00:00,BoA
Infinx,5,Google Play,2024-11-12 00:00:00,BoA
Great service,5,Google Play,2024-11-12 00:00:00,BoA
👍,5,Google Play,2024-11-11 00:00:00,BoA
This app is not available on all android versions and some times it is not functional.,1,Google Play,2024-11-08 00:00:00,BoA
senayt Mesfin,4,Google Play,2024-11-08 00:00:00,BoA
Bad app vety bad.,1,Google Play,2024-11-07 00:00:00,BoA
Nice,5,Google Play,2024-11-06 00:00:00,BoA
Abessnya Banke,5,Google Play,2024-11-05 00:00:00,BoA
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,Google Play,2024-11-04 00:00:00,BoA
Professional on banking app,5,Google Play,2024-11-01 00:00:00,BoA
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,Google Play,2024-10-27 00:00:00,BoA
አይሰራም አስተካክሉት,5,Google Play,2024-10-26 00:00:00,BoA
Please try another because this app doesn't feet the need of this generation,1,Google Play,2024-10-25 00:00:00,BoA
Good,4,Google Play,2024-10-25 00:00:00,BoA
Fast transfer,5,Google Play,2024-10-24 00:00:00,BoA
"What's up I can't log in, what's wrong",5,Google Play,2024-10-22 00:00:00,BoA
Amrumehamed,1,Google Play,2024-10-21 00:00:00,BoA
Good,5,Google Play,2024-10-19 00:00:00,BoA
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,Google Play,2024-10-18 00:00:00,BoA
Very good,5,Google Play,2024-10-18 00:00:00,BoA
ደደገነሐ,5,Google Play,2024-10-15 00:00:00,BoA
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,Google Play,2024-10-14 00:00:00,BoA
A painfully slow banking app service. Please don't make it your choice!,1,Google Play,2024-10-13 00:00:00,BoA
Good App,4,Google Play,2024-10-12 00:00:00,BoA
Best app to me,5,Google Play,2024-10-11 00:00:00,BoA
BOA,5,Google Play,2024-10-11 00:00:00,BoA
Abdulkadir,5,Google Play,2024-10-11 00:00:00,BoA
Bad,1,Google Play,2024-10-10 00:00:00,BoA
If it is possible I would gove0 star,1,Google Play,2024-10-08 00:00:00,BoA
Nise mobile bankig,4,Google Play,2024-10-05 00:00:00,BoA
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,Google Play,2024-10-04 00:00:00,BoA
Ok,5,Google Play,2024-10-04 00:00:00,BoA
Just make it work please🤣 this is embarrassing for a bank of your size,1,Google Play,2024-10-04 00:00:00,BoA
Update to the simplest way it requires the developer option on and off why this is,5,Google Play,2024-10-04 00:00:00,BoA
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,Google Play,2024-10-04 00:00:00,BoA
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,Google Play,2024-10-04 00:00:00,BoA
Good,3,Google Play,2024-10-03 00:00:00,BoA
Worest app,1,Google Play,2024-10-03 00:00:00,BoA
The worest app ever,1,Google Play,2024-10-03 00:00:00,BoA
አሪፍ ነው በርቱልን,5,Google Play,2024-10-03 00:00:00,BoA
