review,rating,source,date,bank
Great always one step ahead and most reliable bank,5,Google Play,2025-07-22 00:00:00,Dashen
u need to start cash out service,4,Google Play,2025-07-22 00:00:00,Dashen
all in one super app,5,Google Play,2025-07-21 00:00:00,Dashen
Fayla,5,Google Play,2025-07-20 00:00:00,Dashen
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,Google Play,2025-07-20 00:00:00,Dashen
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,Google Play,2025-07-19 00:00:00,Dashen
"Best App .. Good job, Dashen Bank",5,Google Play,2025-07-16 00:00:00,Dashen
good application,5,Google Play,2025-07-15 00:00:00,Dashen
Excellent App ...,5,Google Play,2025-07-15 00:00:00,Dashen
the worst app I have ever seen,1,Google Play,2025-07-14 00:00:00,Dashen
very good compared to Amole!,5,Google Play,2025-07-13 00:00:00,Dashen
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,Google Play,2025-07-12 00:00:00,Dashen
👍😊😊😊,5,Google Play,2025-07-12 00:00:00,Dashen
nice,5,Google Play,2025-07-12 00:00:00,Dashen
Great application,5,Google Play,2025-07-12 00:00:00,Dashen
very nice app,4,Google Play,2025-07-11 00:00:00,Dashen
I am entreated app.,5,Google Play,2025-07-09 00:00:00,Dashen
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,Google Play,2025-07-02 00:00:00,Dashen
best app with best bank,5,Google Play,2025-07-02 00:00:00,Dashen
alway slow loading,1,Google Play,2025-06-30 00:00:00,Dashen
Best,5,Google Play,2025-06-29 00:00:00,Dashen
good,5,Google Play,2025-06-27 00:00:00,Dashen
"worst app ever and by any chance your account is deactivated, you are doomed",1,Google Play,2025-06-27 00:00:00,Dashen
nice,5,Google Play,2025-06-26 00:00:00,Dashen
Ethiopian amazing`s Dashen Bank🤝👌,3,Google Play,2025-06-25 00:00:00,Dashen
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,Google Play,2025-06-25 00:00:00,Dashen
nice app but limit up to max 600000,5,Google Play,2025-06-24 00:00:00,Dashen
wow,5,Google Play,2025-06-22 00:00:00,Dashen
Super,5,Google Play,2025-06-21 00:00:00,Dashen
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,Google Play,2025-06-18 00:00:00,Dashen
nice app but transaction limet not enough,5,Google Play,2025-06-17 00:00:00,Dashen
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,Google Play,2025-06-14 00:00:00,Dashen
incredible,5,Google Play,2025-06-14 00:00:00,Dashen
perfect,4,Google Play,2025-06-14 00:00:00,Dashen
Dashen Bank My Choice🇪🇹✌️💫,4,Google Play,2025-06-13 00:00:00,Dashen
very simple and user friendly app Thank you Dashen Bank,5,Google Play,2025-06-12 00:00:00,Dashen
wow,5,Google Play,2025-06-12 00:00:00,Dashen
very good .,5,Google Play,2025-06-09 00:00:00,Dashen
wow,5,Google Play,2025-06-09 00:00:00,Dashen
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,Google Play,2025-06-07 00:00:00,Dashen
love,3,Google Play,2025-06-06 00:00:00,Dashen
መቸሸጠ,5,Google Play,2025-06-03 00:00:00,Dashen
wow,5,Google Play,2025-06-03 00:00:00,Dashen
gadaa,5,Google Play,2025-06-01 00:00:00,Dashen
Massive upgrade from the Amole app.,5,Google Play,2025-05-31 00:00:00,Dashen
good,4,Google Play,2025-05-31 00:00:00,Dashen
very good for this app,5,Google Play,2025-05-31 00:00:00,Dashen
top,5,Google Play,2025-05-31 00:00:00,Dashen
this app better than Amole . but the biometric on new update doesn't work,4,Google Play,2025-05-31 00:00:00,Dashen
Wow,5,Google Play,2025-05-30 00:00:00,Dashen
good,5,Google Play,2025-05-30 00:00:00,Dashen
wow to it saff and this app,5,Google Play,2025-05-30 00:00:00,Dashen
it too slow,3,Google Play,2025-05-29 00:00:00,Dashen
ዳሽን ባንክ ይለያል,4,Google Play,2025-05-28 00:00:00,Dashen
👍👍👍,5,Google Play,2025-05-28 00:00:00,Dashen
good,5,Google Play,2025-05-28 00:00:00,Dashen
nice application,5,Google Play,2025-05-27 00:00:00,Dashen
good,5,Google Play,2025-05-27 00:00:00,Dashen
wow,5,Google Play,2025-05-27 00:00:00,Dashen
useless app ever loading take long,1,Google Play,2025-05-27 00:00:00,Dashen
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,Google Play,2025-05-26 00:00:00,Dashen
very useful App,1,Google Play,2025-05-26 00:00:00,Dashen
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,Google Play,2025-05-26 00:00:00,Dashen
Wawww,5,Google Play,2025-05-24 00:00:00,Dashen
very Nice,5,Google Play,2025-05-23 00:00:00,Dashen
its best,5,Google Play,2025-05-23 00:00:00,Dashen
it is not as good as to the other mobile bank app.,1,Google Play,2025-05-22 00:00:00,Dashen
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,Google Play,2025-05-22 00:00:00,Dashen
wow,5,Google Play,2025-05-20 00:00:00,Dashen
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,Google Play,2025-05-20 00:00:00,Dashen
good,5,Google Play,2025-05-20 00:00:00,Dashen
its best,5,Google Play,2025-05-19 00:00:00,Dashen
The best app ever in finance sector,5,Google Play,2025-05-18 00:00:00,Dashen
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,Google Play,2025-05-18 00:00:00,Dashen
dashen bank or dashen super app?,1,Google Play,2025-05-17 00:00:00,Dashen
wowwwe app,5,Google Play,2025-05-17 00:00:00,Dashen
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,Google Play,2025-05-17 00:00:00,Dashen
good,5,Google Play,2025-05-16 00:00:00,Dashen
always lagging,1,Google Play,2025-05-16 00:00:00,Dashen
Amazing Application...,5,Google Play,2025-05-16 00:00:00,Dashen
Fantastic,5,Google Play,2025-05-16 00:00:00,Dashen
"Dashen bank app is very good, but sometimes it is not working well",5,Google Play,2025-05-15 00:00:00,Dashen
its my choice,5,Google Play,2025-05-15 00:00:00,Dashen
wow apo,5,Google Play,2025-05-15 00:00:00,Dashen
awesome app keep going,5,Google Play,2025-05-14 00:00:00,Dashen
wow,5,Google Play,2025-05-14 00:00:00,Dashen
👍,5,Google Play,2025-05-14 00:00:00,Dashen
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,Google Play,2025-05-14 00:00:00,Dashen
Game changer,5,Google Play,2025-05-13 00:00:00,Dashen
Totally amazing,5,Google Play,2025-05-13 00:00:00,Dashen
super 😎,5,Google Play,2025-05-13 00:00:00,Dashen
what a helpful app!!!!,5,Google Play,2025-05-13 00:00:00,Dashen
Good,4,Google Play,2025-05-13 00:00:00,Dashen
nice,5,Google Play,2025-05-13 00:00:00,Dashen
wow,5,Google Play,2025-05-13 00:00:00,Dashen
"To be honest, best banking and lifestyle app in Ethiopia.",5,Google Play,2025-05-12 00:00:00,Dashen
fast,5,Google Play,2025-05-12 00:00:00,Dashen
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,Google Play,2025-05-12 00:00:00,Dashen
good,5,Google Play,2025-05-09 00:00:00,Dashen
Amazing app super easy to use and best design. loved it.,5,Google Play,2025-05-09 00:00:00,Dashen
its the best ever,5,Google Play,2025-05-09 00:00:00,Dashen
nice,5,Google Play,2025-05-08 00:00:00,Dashen
excellent game changer App,5,Google Play,2025-05-08 00:00:00,Dashen
